dates,staff,ctv_collected,canvass_period,dow,doors_knocked,doors_rate,doors_contacted
2020-08-13,Janet Napolitano,12,1,Thu,23,0.23332644852343945,5
2020-06-17,Denis McDonough,23,1,Wed,0,0.17269243474584073,0
2020-10-08,Eric Shinseki,14,1,Thu,0,0.7228309557889588,0
2020-08-16,Tom Perez,11,1,Sun,35,0.2851961269043386,9
2020-04-30,Jason Furman,10,1,Thu,48,0.03318643182283267,1
2020-04-03,Rand Beers,2,1,Fri,92,0.8261289462447167,76
2020-07-21,Eric Holder,20,1,Tue,0,0.7235087934997864,0
2020-10-09,Eric Holder,7,1,Fri,65,0.6647331642103381,43
2020-06-10,Jeanne Hulit,33,1,Wed,0,0.1041919271228835,0
2020-04-18,John Bryson,4,1,Sat,107,0.7207501828903332,77
2020-10-29,Bob McDonald,31,1,Thu,0,0.31040023304522035,0
2020-04-13,Anthony Foxx,19,1,Mon,0,0.22028474736725911,0
2020-09-08,Chuck Hagel,14,1,Tue,0,0.2941319660982117,0
2020-10-14,Edward C. Hugler,22,1,Wed,0,0.38281418135156853,0
2020-06-03,Janet Napolitano,5,1,Wed,0,0.6070452979998663,0
2020-09-14,Arne Duncan,19,1,Mon,0,0.33756485764170063,0
2020-06-23,Rosemary DiCarlo,48,1,Tue,0,0.5545131906750612,0
2020-06-01,Chuck Hagel,17,1,Mon,0,0.616059262980707,0
2020-05-18,Daniel Poneman,25,1,Mon,0,0.7132957775262184,0
2020-06-13,Loretta Lynch,17,1,Sat,77,0.26102617307333276,20
2020-05-06,Rosemary DiCarlo,36,1,Wed,0,0.496653052396141,0
2020-09-24,Jeffrey Zients,25,1,Thu,24,0.20077334177913145,4
2020-10-24,Christina Romer,8,1,Sat,57,0.6271626032423228,35
2020-10-05,Chuck Hagel,12,1,Mon,0,0.6377594609628431,0
2020-10-04,John Bryson,7,1,Sun,80,0.5176472823019139,41
2020-07-13,Michael Froman,26,1,Mon,0,0.773426708986517,0
2020-05-02,Arne Duncan,6,1,Sat,146,0.5186768505140208,75
2020-05-25,Jason Furman,18,1,Mon,0,0.7879619473125785,0
2020-06-12,Karen Mills,20,1,Fri,17,0.5585685561178252,9
2020-06-14,Jack Lew,23,1,Sun,17,0.7799224129295907,13
2020-05-21,Joe Biden,12,1,Thu,0,0.11468930677510798,0
2020-05-18,John King Jr.,21,1,Mon,0,0.28544900472043083,0
2020-04-11,Bob McDonald,8,1,Sat,63,0.23763681076234205,14
2020-07-02,Michael Scuse,28,1,Thu,18,0.04983637898694724,0
2020-06-01,Susan Rice,16,1,Mon,0,0.2273531140293926,0
2020-05-05,Jeanne Hulit,21,1,Tue,0,0.42969098266912625,0
2020-10-16,Austan Goolsbee,7,1,Fri,37,0.36447076619369906,13
2020-05-09,Alan Krueger,7,1,Sat,95,0.38732161882799115,36
2020-06-26,Bob McDonald,4,1,Fri,21,0.6074586758390069,12
2020-07-16,Alan Krueger,3,1,Thu,38,0.3756603719200939,14
2020-09-30,Edward C. Hugler,19,1,Wed,0,0.4033766451757401,0
2020-07-17,Ron Kirk,35,1,Fri,27,0.26343599940882995,7
2020-06-17,Tom Vilsack,12,1,Wed,0,0.7994132940773852,0
2020-06-06,Kathleen Sebelius,7,1,Sat,129,0.43731277419719844,56
2020-06-06,Rand Beers,13,1,Sat,65,0.2541948147350922,16
2020-07-02,Austan Goolsbee,10,1,Thu,34,0.09047584804939106,3
2020-09-03,Susan Rice,10,1,Thu,30,0.2891046569449827,8
2020-08-03,Hilda Solis,12,1,Mon,0,0.8078419068013317,0
2020-10-17,Julian Castro,19,1,Sat,77,0.046856228192336855,3
2020-08-29,Maria Contreras-Sweet,17,1,Sat,79,0.0927270499174483,7
2020-08-01,Rand Beers,10,1,Sat,59,0.6220921903499402,36
2020-10-24,Miriam Sapiro,10,1,Sat,152,0.34881201504031195,53
2020-04-21,Gina McCarthy,34,1,Tue,0,0.006850895623210817,0
2020-11-02,Arne Duncan,4,1,Mon,0,0.3917138924007304,0
2020-09-07,Rosemary DiCarlo,21,1,Mon,0,0.7738549127592705,0
2020-08-30,Kathleen Sebelius,6,1,Sun,55,0.1620725267101079,8
2020-10-10,Maria Contreras-Sweet,4,1,Sat,93,0.7604392410139553,70
2020-05-11,Loretta Lynch,12,1,Mon,0,0.7237672039773315,0
2020-06-19,Ernest Moniz,6,1,Fri,36,0.6019418086740188,21
2020-09-14,Hillary Clinton,11,1,Mon,0,0.19768881493946536,0
2020-10-10,Arne Duncan,20,1,Sat,84,0.4088759097852744,34
2020-04-27,Chuck Hagel,47,1,Mon,0,0.34771823027404025,0
2020-05-26,Steven Chu,20,1,Tue,0,0.40553191386861726,0
2020-10-20,Rahm Emanuel,13,1,Tue,0,0.5068279835279099,0
2020-09-03,Janet Napolitano,5,1,Thu,23,0.5337090196437202,12
2020-05-13,Ken Salazar,14,1,Wed,0,0.18480239977361634,0
2020-07-18,Hillary Clinton,8,1,Sat,78,0.5393037208821624,42
2020-08-13,Sylvia Mathews Burwell,20,1,Thu,0,0.42483056174824013,0
2020-07-16,Ray LaHood,3,1,Thu,16,0.7021872351062484,11
2020-10-29,Seth Harris,32,1,Thu,0,0.20626016383757814,0
2020-07-29,Tom Vilsack,4,1,Wed,0,0.41135466838022694,0
2020-09-12,Karen Mills,4,1,Sat,39,0.8417743555619381,32
2020-05-29,Sally Jewell,5,1,Fri,30,0.4753031550440937,14
2020-07-19,Ken Salazar,32,1,Sun,17,0.39165377032477405,6
2020-05-15,Ash Carter,8,1,Fri,39,0.5084298675297759,19
2020-09-08,Rebecca Blank,20,1,Tue,0,0.25252447384409604,0
2020-05-27,Rebecca Blank,22,1,Wed,0,0.2847028892254457,0
2020-10-24,Alan Krueger,18,1,Sat,84,0.23579748383490368,19
2020-07-01,Maria Contreras-Sweet,7,1,Wed,0,0.13151422603987156,0
2020-05-13,Demetrios Marantis,16,1,Wed,0,0.1883637404651381,0
2020-09-29,Joe Biden,8,1,Tue,0,0.07224263093667105,0
2020-09-06,Ken Salazar,22,1,Sun,29,0.2039835344068706,5
2020-04-13,Gary Locke,18,1,Mon,0,0.11805211188038811,0
2020-10-15,Demetrios Marantis,36,1,Thu,0,0.6361721638240851,0
2020-05-05,Sylvia Mathews Burwell,18,1,Tue,0,0.7047867884277366,0
2020-06-04,Hilda Solis,12,1,Thu,16,0.1424909984576516,2
2020-09-16,John Bryson,40,1,Wed,0,0.14305514151928947,0
2020-08-31,Penny Pritzker,24,1,Mon,0,0.17261460720328614,0
2020-04-03,Eric Holder,13,1,Fri,35,0.2349238424329087,8
2020-10-05,Ray LaHood,3,1,Mon,0,0.7826506974059156,0
2020-07-06,Sally Jewell,27,1,Mon,0,0.7503665384487249,0
2020-07-27,Kathleen Sebelius,2,1,Mon,0,0.7684575751074589,0
2020-05-10,Denis McDonough,4,1,Sun,53,0.7003973017679527,37
2020-10-05,Sylvia Mathews Burwell,26,1,Mon,0,0.036484958429355174,0
2020-10-13,Samantha Power,2,1,Tue,0,0.626704115292523,0
2020-07-05,Michael Scuse,13,1,Sun,44,0.4028834433178417,17
2020-08-27,Hillary Clinton,37,1,Thu,19,0.3458326697233133,6
2020-07-05,Julian Castro,10,1,Sun,21,0.22729780245572329,4
2020-06-06,Rosemary DiCarlo,5,1,Sat,41,0.09762099790386855,4
2020-04-20,Joe Biden,35,1,Mon,0,0.18483303958782926,0
2020-07-03,Jeh Johnson,6,1,Fri,68,0.6364720377954655,43
2020-05-14,Susan Rice,5,1,Thu,29,0.42750946193700656,12
2020-04-16,Michael Froman,34,1,Thu,25,0.20993374991230665,5
2020-04-04,Jason Furman,8,1,Sat,73,0.3571223486214876,26
2020-04-02,Daniel Poneman,9,1,Thu,19,0.3648040205822326,6
2020-05-22,Tom Perez,8,1,Fri,29,0.32638373812660576,9
2020-10-11,Jeanne Hulit,13,1,Sun,40,0.19037737828912213,7
2020-10-25,Pete Rouse,10,1,Sun,51,0.5108980767428875,26
2020-04-23,Susan Rice,24,1,Thu,0,0.20264723477885127,0
2020-07-12,Leon Panetta,1,1,Sun,63,0.5777875159401447,36
2020-06-12,Ron Kirk,11,1,Fri,28,0.01647472233744338,0
2020-04-22,Anthony Foxx,32,1,Wed,0,0.11593569293618201,0
2020-07-21,Tom Vilsack,20,1,Tue,0,0.618229550763499,0
2020-06-01,Ernest Moniz,11,1,Mon,0,0.6950314569054171,0
2020-06-16,Tom Vilsack,15,1,Tue,0,0.29023103723302485,0
2020-04-18,Ernest Moniz,4,1,Sat,163,0.20454029656248165,33
2020-08-21,Michael Froman,12,1,Fri,28,0.48085197136970237,13
2020-04-15,John Kerry,5,1,Wed,0,0.39871118585579096,0
2020-06-09,Jeh Johnson,22,1,Tue,0,0.4460702590760775,0
2020-09-26,Steven Chu,2,1,Sat,101,0.7871349982800894,79
2020-08-08,Gina McCarthy,42,1,Sat,36,0.5549865876790135,19
2020-06-23,Seth Harris,25,1,Tue,0,0.1256618984276429,0
2020-04-13,Sylvia Mathews Burwell,13,1,Mon,0,0.08979840060928836,0
2020-09-10,Lisa P. Jackson,15,1,Thu,49,0.19809938370017335,9
2020-09-16,Daniel Poneman,36,1,Wed,0,0.05668109103571623,0
2020-05-28,Ron Kirk,19,1,Thu,22,0.06786129008978604,1
2020-08-13,Alan Krueger,5,1,Thu,27,0.5339651389629579,14
2020-04-17,Timothy Geithner,16,1,Fri,79,0.14198062231298536,11
2020-07-29,Jeh Johnson,11,1,Wed,0,0.5855782913276926,0
2020-05-31,Joe Biden,2,1,Sun,18,0.8466317402082495,15
2020-10-28,Pete Rouse,13,1,Wed,0,0.724435239797458,0
2020-05-17,Jason Furman,8,1,Sun,29,0.5638923526741564,16
2020-04-24,Julian Castro,10,1,Fri,30,0.588188021373935,17
2020-05-09,Rosemary DiCarlo,10,1,Sat,120,0.12987554675200955,15
2020-10-09,Alan Krueger,35,1,Fri,29,0.8032150627113879,23
2020-07-16,Hilda Solis,4,1,Thu,19,0.7177888110047206,13
2020-08-08,Robert Gates,8,1,Sat,168,0.47264944117050617,79
2020-09-30,Joe Biden,27,1,Wed,0,0.8195256075356155,0
2020-06-22,Peter R. Orszag,29,1,Mon,0,0.20005225467029958,0
2020-07-22,Leon Panetta,17,1,Wed,0,0.06875836257822811,0
2020-04-13,Michael Froman,20,1,Mon,0,0.6283075180253945,0
2020-04-05,Jeffrey Zients,12,1,Sun,0,0.04462265480542555,0
2020-05-06,Michael Scuse,16,1,Wed,0,0.13207505298778413,0
2020-10-28,Ken Salazar,21,1,Wed,0,0.5393349340301938,0
2020-09-04,Rosemary DiCarlo,7,1,Fri,57,0.5224893818725832,29
2020-10-09,Bob McDonald,8,1,Fri,80,0.3592524361447431,28
2020-07-06,Jeffrey Zients,19,1,Mon,0,0.6673460635240189,0
2020-07-28,Gary Locke,22,1,Tue,0,0.7254144618986175,0
2020-10-14,Steven Chu,11,1,Wed,0,0.7741789690684527,0
2020-06-27,Tom Vilsack,8,1,Sat,105,0.314613280526828,33
2020-08-12,Kathleen Sebelius,20,1,Wed,0,0.8367224183864891,0
2020-10-30,Alan Krueger,17,1,Fri,24,0.24674621811136602,5
2020-06-07,Penny Pritzker,19,1,Sun,0,0.5558104604599066,0
2020-09-27,Daniel Poneman,7,1,Sun,65,0.5634434811770915,36
2020-07-19,Tom Perez,20,1,Sun,0,0.09592668465338647,0
2020-06-16,Joe Biden,17,1,Tue,0,0.5956290637259372,0
2020-05-13,John Bryson,10,1,Wed,0,0.06538660855730995,0
2020-05-22,Sloan D. Gibson,38,1,Fri,24,0.706664834683761,16
2020-05-23,Hillary Clinton,10,1,Sat,65,0.4364085774868727,28
2020-04-16,Sylvia Mathews Burwell,25,1,Thu,0,0.3885617846040986,0
2020-07-11,Rosemary DiCarlo,11,1,Sat,54,0.028177408990450202,1
2020-10-02,Ernest Moniz,14,1,Fri,64,0.09343233046820387,5
2020-07-28,Peter R. Orszag,16,1,Tue,0,0.29981451644562185,0
2020-10-13,Joe Biden,27,1,Tue,0,0.13847258840687574,0
2020-05-23,John King Jr.,6,1,Sat,69,0.5101099685532972,35
2020-10-07,Christina Romer,8,1,Wed,0,0.308104152220767,0
2020-07-27,Jack Lew,10,1,Mon,0,0.5465464584063738,0
2020-09-12,Gary Locke,20,1,Sat,89,0.0614881060202606,5
2020-08-04,Samantha Power,11,1,Tue,0,0.4026954808621667,0
2020-08-12,Chuck Hagel,21,1,Wed,0,0.47722607194446026,0
2020-07-13,Ray LaHood,12,1,Mon,0,0.15777129961643369,0
2020-08-09,Ken Salazar,2,1,Sun,55,0.761433648248203,41
2020-10-08,Susan Rice,7,1,Thu,0,0.4616864244104363,0
2020-10-30,Ken Salazar,6,1,Fri,39,0.6742734518134966,26
2020-10-24,Ernest Moniz,4,1,Sat,67,0.8137395159108564,54
2020-06-11,Jason Furman,8,1,Thu,23,0.10761852783616632,2
2020-05-19,Peter R. Orszag,2,1,Tue,0,0.3765292150899768,0
2020-05-25,Rand Beers,44,1,Mon,0,0.23495532136876135,0
2020-08-17,Eric Shinseki,31,1,Mon,0,0.6767242439091206,0
2020-08-22,Janet Napolitano,30,1,Sat,125,0.018168400309514252,2
2020-06-19,Robert Gates,5,1,Fri,60,0.8037854758324101,48
2020-05-31,John Bryson,2,1,Sun,53,0.522286159475334,27
2020-09-08,Rahm Emanuel,19,1,Tue,0,0.2252503984957002,0
2020-04-22,Denis McDonough,14,1,Wed,0,0.02594766073161736,0
2020-08-10,Bob Perciasepe,4,1,Mon,0,0.4317031225422397,0
2020-05-11,Edward C. Hugler,22,1,Mon,0,0.2254643897525966,0
2020-04-10,Hillary Clinton,10,1,Fri,131,0.47966769109480084,62
2020-08-29,Bob McDonald,14,1,Sat,124,0.34724385779118166,43
2020-08-16,Karen Mills,11,1,Sun,41,0.6525149354711175,26
2020-10-28,Rosemary DiCarlo,10,1,Wed,0,0.48907018305035305,0
2020-08-31,Lisa P. Jackson,36,1,Mon,0,0.30461095909122377,0
2020-10-22,Miriam Sapiro,2,1,Thu,20,0.7239217693917454,14
2020-10-05,Rahm Emanuel,20,1,Mon,0,0.7145836695330218,0
2020-04-30,Penny Pritzker,36,1,Thu,25,0.7711250784806907,19
2020-04-22,Sally Jewell,17,1,Wed,0,0.04126925182063133,0
2020-08-02,Gary Locke,12,1,Sun,27,0.23932917246129362,6
2020-10-26,William M. Daley,36,1,Mon,0,0.16237295580795033,0
2020-10-30,Gary Locke,10,1,Fri,43,0.3758757160627283,16
2020-05-08,Denis McDonough,8,1,Fri,33,0.30518664739793167,10
2020-10-17,Rahm Emanuel,15,1,Sat,137,0.09576033611083402,13
2020-10-09,Demetrios Marantis,36,1,Fri,27,0.5652631119010039,15
2020-09-27,Sylvia Mathews Burwell,11,1,Sun,46,0.4655199947650544,21
2020-10-09,Ron Kirk,10,1,Fri,107,0.36691807890310885,39
2020-08-05,Daniel Poneman,10,1,Wed,0,0.3610177177120931,0
2020-04-24,Ernest Moniz,6,1,Fri,26,0.48943115160800515,12
2020-10-10,Maria Contreras-Sweet,2,1,Sat,100,0.7614340664236806,76
2020-05-12,Sally Jewell,4,1,Tue,0,0.20972537384368478,0
2020-10-04,Hilda Solis,6,1,Sun,92,0.5999623407144099,55
2020-05-03,Steven Chu,18,1,Sun,23,0.1798020855989307,4
2020-07-01,Gina McCarthy,19,1,Wed,0,0.5167516042594797,0
2020-08-30,Hillary Clinton,32,1,Sun,37,0.04420586170163005,1
2020-05-17,Pete Rouse,19,1,Sun,52,0.6087929322849959,31
2020-07-06,Ron Kirk,22,1,Mon,0,0.579562222585082,0
2020-06-23,Sylvia Mathews Burwell,24,1,Tue,0,0.11129071629839017,0
2020-09-10,John Kerry,3,1,Thu,0,0.32926206348929554,0
2020-04-17,Jack Lew,9,1,Fri,62,0.38309088646201417,23
2020-05-18,Tom Vilsack,10,1,Mon,0,0.3198090920341201,0
2020-09-23,Rosemary DiCarlo,17,1,Wed,0,0.46086374915903433,0
2020-07-06,Austan Goolsbee,29,1,Mon,0,0.6352905008941888,0
2020-07-09,Rand Beers,9,1,Thu,16,0.28538904552115124,4
2020-05-03,William M. Daley,8,1,Sun,22,0.39698883070377633,8
2020-04-03,Rebecca Blank,6,1,Fri,46,0.4710712682921439,21
2020-07-28,Hillary Clinton,29,1,Tue,0,0.06429291997337713,0
2020-04-30,Eric Shinseki,30,1,Thu,0,0.7453547676908784,0
2020-07-06,Michael Froman,34,1,Mon,0,0.5660819022567011,0
2020-08-20,Ernest Moniz,13,1,Thu,47,0.3592107927543111,16
2020-09-03,Denis McDonough,4,1,Thu,0,0.8025524354656227,0
2020-10-01,Jason Furman,23,1,Thu,15,0.10903441439149901,1
2020-10-15,Jeffrey Zients,22,1,Thu,0,0.6262035099673084,0
2020-08-19,Eric Holder,12,1,Wed,0,0.2806272861082107,0
2020-06-24,Jeffrey Zients,14,1,Wed,0,0.21752385114086792,0
2020-04-28,Hillary Clinton,6,1,Tue,0,0.5953950008377432,0
2020-07-26,Jeanne Hulit,5,1,Sun,38,0.8109508764231578,30
2020-05-20,Julian Castro,19,1,Wed,0,0.43662191783078014,0
2020-09-18,Austan Goolsbee,7,1,Fri,100,0.7264657178428023,72
2020-11-03,Denis McDonough,13,1,Tue,0,0.41446193027077244,0
2020-07-03,Anthony Foxx,3,1,Fri,44,0.8185695818043314,36
2020-10-18,Hillary Clinton,8,1,Sun,45,0.4478657917701639,20
2020-04-05,Demetrios Marantis,23,1,Sun,21,0.49461412692908197,10
2020-08-14,Peter R. Orszag,7,1,Fri,69,0.47991974859032777,33
2020-07-18,Joe Biden,1,1,Sat,48,0.6603988492046483,31
2020-07-09,John Bryson,10,1,Thu,30,0.5051665256498381,15
2020-10-06,Lisa P. Jackson,8,1,Tue,0,0.09372189472196624,0
2020-07-14,Susan Rice,8,1,Tue,0,0.710409374628216,0
2020-07-26,Loretta Lynch,8,1,Sun,59,0.21791681576287372,12
2020-09-18,Bob Perciasepe,24,1,Fri,0,0.07124079371569678,0
2020-09-02,Chuck Hagel,11,1,Wed,0,0.6995995054836385,0
2020-06-29,Demetrios Marantis,26,1,Mon,0,0.04585329140536487,0
2020-09-07,Rebecca Blank,15,1,Mon,0,0.14928786810487507,0
2020-06-03,Rebecca Blank,16,1,Wed,0,0.2512458001030609,0
2020-05-03,Alan Krueger,6,1,Sun,29,0.6287749121431261,18
2020-06-25,Alan Krueger,5,1,Thu,22,0.5481476099579595,12
2020-09-28,Austan Goolsbee,14,1,Mon,0,0.16900732381036504,0
2020-07-20,Christina Romer,9,1,Mon,0,0.5905109485494904,0
2020-05-05,Robert Gates,14,1,Tue,0,0.13070695955539122,0
2020-09-28,Rahm Emanuel,31,1,Mon,0,0.5231684634229168,0
2020-04-23,Peter R. Orszag,3,1,Thu,24,0.6863838755874895,16
2020-04-04,Ernest Moniz,6,1,Sat,115,0.5376751634990796,61
2020-10-03,Susan Rice,7,1,Sat,41,0.45772302511613816,18
2020-10-29,Ernest Moniz,26,1,Thu,16,0.6854891195893288,10
2020-06-15,Neal S. Wolin,8,1,Mon,0,0.35027235109591853,0
2020-08-02,Seth Harris,47,1,Sun,28,0.41304193795658645,11
2020-08-19,Neal S. Wolin,20,1,Wed,0,0.20259390523424373,0
2020-08-22,Neal S. Wolin,2,1,Sat,147,0.5971515941317193,87
2020-09-29,Gina McCarthy,20,1,Tue,0,0.4566513830679469,0
2020-09-08,Rand Beers,21,1,Tue,0,0.5775369118666276,0
2020-07-24,Michael Scuse,4,1,Fri,44,0.6743321529240347,29
2020-05-26,Jack Lew,26,1,Tue,0,0.2776629739324562,0
2020-06-28,Sloan D. Gibson,7,1,Sun,18,0.29813390284543856,5
2020-04-29,Bob Perciasepe,36,1,Wed,0,0.12855147613445297,0
2020-06-08,Steven Chu,13,1,Mon,0,0.18742559435777364,0
2020-05-05,Ash Carter,14,1,Tue,0,0.20930221845628694,0
2020-09-20,Jeffrey Zients,6,1,Sun,32,0.6361416665022261,20
2020-09-03,Robert Gates,10,1,Thu,0,0.016734595736488698,0
2020-09-08,Sylvia Mathews Burwell,22,1,Tue,0,0.6647337709902785,0
2020-09-07,Sloan D. Gibson,15,1,Mon,0,0.5744776022154837,0
2020-06-23,Anthony Foxx,8,1,Tue,0,0.08514805537415668,0
2020-04-25,Shaun Donovan,4,1,Sat,164,0.39484365858370435,64
2020-07-18,Edward C. Hugler,3,1,Sat,53,0.7672891577938571,40
2020-07-10,Lisa P. Jackson,4,1,Fri,52,0.7281203071936033,37
2020-07-13,Bob Perciasepe,45,1,Mon,0,0.6369399435003288,0
2020-04-16,Maria Contreras-Sweet,7,1,Thu,0,0.5621170000638812,0
2020-09-26,Robert Gates,15,1,Sat,59,0.15159211829304695,8
2020-08-20,Rosemary DiCarlo,13,1,Thu,0,0.03264218940166756,0
2020-07-10,Maria Contreras-Sweet,13,1,Fri,47,0.12520668265642598,5
2020-06-06,Demetrios Marantis,23,1,Sat,56,0.0524125972064212,2
2020-07-28,Jeanne Hulit,10,1,Tue,0,0.7726520538562909,0
2020-05-16,Lisa P. Jackson,27,1,Sat,188,0.2823894120636396,53
2020-09-02,John Kerry,36,1,Wed,0,0.6395957320230081,0
2020-08-11,Daniel Poneman,13,1,Tue,0,0.7051540456479415,0
2020-05-10,Ash Carter,20,1,Sun,16,0.2987025795388035,4
2020-10-07,Sloan D. Gibson,14,1,Wed,0,0.07584153538336977,0
2020-06-16,Loretta Lynch,5,1,Tue,0,0.7700995885184966,0
2020-04-10,Bob Perciasepe,2,1,Fri,52,0.15573206046829,8
2020-04-30,Christina Romer,37,1,Thu,29,0.13809822457842527,4
2020-06-06,Kathleen Sebelius,11,1,Sat,61,0.07642500278307125,4
2020-06-26,Julian Castro,12,1,Fri,59,0.5696628485107794,33
2020-10-29,Jeanne Hulit,15,1,Thu,23,0.2628801347571425,6
2020-05-06,Daniel Poneman,34,1,Wed,0,0.1824323143577203,0
2020-09-03,Ray LaHood,1,1,Thu,19,0.6891092559904791,13
2020-04-01,Bob Perciasepe,31,1,Wed,0,0.616381915344391,0
2020-11-03,Michael Froman,5,1,Tue,0,0.14799045167164876,0
2020-10-06,Hillary Clinton,7,1,Tue,0,0.02792103892425075,0
2020-04-18,Timothy Geithner,15,1,Sat,64,0.5191055516246706,33
2020-10-10,Gary Locke,20,1,Sat,222,0.2918904345133342,64
2020-07-31,Peter R. Orszag,23,1,Fri,66,0.20500768672209232,13
2020-06-15,Denis McDonough,14,1,Mon,0,0.2989087125402875,0
2020-05-10,Anthony Foxx,24,1,Sun,23,0.2081060669850558,4
2020-10-14,Kathleen Sebelius,27,1,Wed,0,0.13346441657049582,0
2020-10-09,Rahm Emanuel,6,1,Fri,28,0.3694199869642034,10
2020-06-12,Shaun Donovan,5,1,Fri,58,0.3559926783433184,20
2020-10-15,Penny Pritzker,10,1,Thu,31,0.295746165397577,9
2020-10-26,Austan Goolsbee,10,1,Mon,0,0.3409176053595729,0
2020-08-25,Kathleen Sebelius,21,1,Tue,0,0.8484514635521918,0
2020-06-03,Chuck Hagel,51,1,Wed,0,0.5849274786771275,0
2020-10-24,Jeh Johnson,9,1,Sat,46,0.6387617131927982,29
2020-09-29,Christina Romer,12,1,Tue,0,0.3187810360221192,0
2020-09-28,Sloan D. Gibson,9,1,Mon,0,0.11340097086504101,0
2020-07-08,Michael Froman,28,1,Wed,0,0.5915522035094909,0
2020-04-17,Janet Napolitano,2,1,Fri,29,0.6867698561050929,19
2020-07-29,Sylvia Mathews Burwell,13,1,Wed,0,0.6281302474439144,0
2020-04-16,Michael Scuse,11,1,Thu,0,0.348127323645167,0
2020-04-02,Peter R. Orszag,21,1,Thu,0,0.0897529148729518,0
2020-10-01,Hillary Clinton,14,1,Thu,19,0.25704302117228506,4
2020-04-22,William M. Daley,6,1,Wed,0,0.8146113003604114,0
2020-04-03,Arne Duncan,14,1,Fri,35,0.3212399588897824,11
2020-07-13,Robert Gates,27,1,Mon,0,0.1582243362441659,0
2020-08-14,Tom Perez,7,1,Fri,60,0.6476798370247706,38
2020-04-07,Sally Jewell,36,1,Tue,0,0.516758205613587,0
2020-06-11,Rand Beers,10,1,Thu,27,0.5069424880086444,13
2020-07-23,Seth Harris,7,1,Thu,42,0.25209107602713626,10
2020-06-12,Joe Biden,15,1,Fri,0,0.0747295288136229,0
2020-08-21,Rosemary DiCarlo,13,1,Fri,104,0.7000525316223501,72
2020-04-30,Chuck Hagel,3,1,Thu,37,0.37297546409536153,13
2020-04-14,Peter R. Orszag,27,1,Tue,0,0.7296702764811925,0
2020-08-18,Ernest Moniz,24,1,Tue,0,0.24681078396970405,0
2020-06-01,Maria Contreras-Sweet,11,1,Mon,0,0.3251339883543551,0
2020-08-10,Robert Gates,16,1,Mon,0,0.7945592415751889,0
2020-07-19,Rosemary DiCarlo,2,1,Sun,25,0.749507139751222,18
2020-09-04,Sally Jewell,2,1,Fri,32,0.7270560280419885,23
2020-10-06,Samantha Power,19,1,Tue,0,0.27247730372473594,0
2020-08-18,Shaun Donovan,13,1,Tue,0,0.08758058469975367,0
2020-07-04,Penny Pritzker,17,1,Sat,80,0.13954758001491427,11
2020-08-24,Bob McDonald,8,1,Mon,0,0.4419080176390707,0
2020-06-19,Pete Rouse,70,1,Fri,18,0.12128825474064797,2
2020-08-31,Hilda Solis,20,1,Mon,0,0.6381900538573972,0
2020-06-28,Austan Goolsbee,12,1,Sun,35,0.23579474521102384,8
2020-05-27,John King Jr.,39,1,Wed,0,0.8308457402163185,0
2020-07-03,Christina Romer,5,1,Fri,41,0.6426740836002863,26
2020-10-01,Loretta Lynch,22,1,Thu,21,0.5903281635139137,12
2020-09-10,Jeh Johnson,30,1,Thu,27,0.5415462570381351,14
2020-10-05,Janet Napolitano,19,1,Mon,0,0.3573431682307273,0
2020-08-31,Joe Biden,19,1,Mon,0,0.10575766041874886,0
2020-07-25,Tom Perez,4,1,Sat,59,0.6993511379463598,41
2020-06-17,Karen Mills,27,1,Wed,0,0.02031458669807762,0
2020-06-25,Jeffrey Zients,8,1,Thu,0,0.6335801208391786,0
2020-05-09,Seth Harris,9,1,Sat,106,0.22724841856397687,24
2020-07-25,Sylvia Mathews Burwell,7,1,Sat,119,0.6073686558986082,72
2020-06-08,Janet Napolitano,21,1,Mon,0,0.3124977072351612,0
2020-09-29,Ray LaHood,15,1,Tue,0,0.12172327083535492,0
2020-04-08,Alan Krueger,28,1,Wed,0,0.5796654717531055,0
2020-06-05,Neal S. Wolin,6,1,Fri,43,0.8043883435660973,34
2020-07-08,Maria Contreras-Sweet,15,1,Wed,0,0.4415319953579456,0
2020-09-21,Miriam Sapiro,12,1,Mon,0,0.05326600489206612,0
2020-09-16,Timothy Geithner,23,1,Wed,0,0.5240838600322604,0
2020-09-12,Demetrios Marantis,9,1,Sat,89,0.6062396860099397,53
2020-08-22,John King Jr.,13,1,Sat,59,0.29038852532394227,17
2020-04-05,John Kerry,3,1,Sun,25,0.7872725667315535,19
2020-05-18,Rosemary DiCarlo,34,1,Mon,0,0.14691898477030918,0
2020-05-24,Rand Beers,15,1,Sun,34,0.26612067429814484,9
2020-08-23,Daniel Poneman,42,1,Sun,38,0.6678344924817793,25
2020-04-23,Hilda Solis,24,1,Thu,42,0.0791983166243881,3
2020-04-26,Steven Chu,7,1,Sun,87,0.1719278150354512,14
2020-10-08,Sally Jewell,10,1,Thu,31,0.47366547379642726,14
2020-07-07,Lisa P. Jackson,13,1,Tue,0,0.454157141293399,0
2020-05-02,Hilda Solis,19,1,Sat,94,0.10760524517390876,10
2020-06-01,Alan Krueger,26,1,Mon,0,0.6450041894218884,0
2020-06-12,Jeanne Hulit,10,1,Fri,32,0.3398067761329003,10
2020-09-09,Ash Carter,8,1,Wed,0,0.43165064419154076,0
2020-06-23,John King Jr.,18,1,Tue,0,0.7341163347824476,0
